a                             a
re'gner                       regn
re'gnera                      regn
re'gnez                       regn
re'gnons                      re'gnon
regorgeant                    regorg
regorgent                     regorgent
regret                        regret
regrets                       regret
regrettaient                  regret
regrettait                    regret
regrette                      regret
regrette'e                    regret
regrette'es                   regret
regretter                     regret
regretterais                  regret
regretteriez                  regret
regrettez                     regret
re'gularise'                  re'gularis
re'gularite'                  re'gular
re'gulateur                   re'gul
re'gulier                     re'guli
re'gulie`re                   re'guli
re'gulie`rement               re'gulier
rehausse                      rehauss
rein                          rein
reina                         rein
reine                         rein
reins                         rein
re'inte'gre'                  re'integr
re'inte'gre's                 re'integr
re'ite're'e                   re'iter
rejaillir                     rejaill
rejeta                        rejet
rejete'                       rejet
rejettera                     rejet
rejoignait                    rejoign
rejoignant                    rejoign
rejoignent                    rejoignent
rejoignirent                  rejoign
rejoignit                     rejoign
rejoindra                     rejoindr
rejoindre                     rejoindr
rejoint                       rejoint
re'jouie                      re'jou
re'jouir                      re'jou
re'jouirez                    re'jou
re'jouissait                  re'jou
re'jouissances                re'jouiss
re'jouit                      re'jou
rela^chait                    rela^ch
rela^che                      rela^ch
rela^che'                     rela^ch
rela^che'es                   rela^ch
rela^cher                     rela^ch
relais                        rel
relancer                      relanc
relatif                       relat
relatifs                      relat
relation                      relat
relations                     relat
relative                      relat
relativement                  relat
relatives                     relat
rele'gue'                     rele'gu
rele'gue'e                    rele'gu
rele'guer                     rele'gu
releva                        relev
relevaient                    relev
relevait                      relev
relevant                      relev
releve'                       relev
releve'e                      relev
releve'es                     relev
rele`vent                     rele`vent
relever                       relev
rele`veras                    relev
relie'                        reli
relie'e                       reli
relie'es                      reli
relief                        relief
reliefs                       relief
relier                        reli
relie's                       reli
religieuse                    religi
religieusement                religi
religieuses                   religi
religieux                     religi
religion                      religion
religions                     relig
religiosite'                  religios
reliquat                      reliquat
relique                       reliqu
relire                        relir
relis                         rel
relisais                      relis
relisait                      relis
relise                        relis
relu                          relu
relut                         relut
rem                           rem
remariais                     remari
remarqua                      remarqu
remarquable                   remarqu
remarquablement               remarqu
remarquables                  remarqu
remarquaient                  remarqu
remarquait                    remarqu
remarquant                    remarqu
remarqua^tes                  remarqu
remarque                      remarqu
remarque'                     remarqu
remarque'e                    remarqu
remarquer                     remarqu
remarquera                    remarqu
remarque`rent                 remarqu
remarquerez                   remarqu
remarques                     remarqu
remarque's                    remarqu
remarquez                     remarqu
rembourse                     rembours
remboursement                 rembours
rembourser                    rembours
rembrunit                     rembrun
reme`de                       remed
reme`des                      remed
reme'dier                     reme'di
remercia                      remerci
remerciait                    remerci
remerciant                    remerci
remercie                      remerc
remercie'                     remerci
remercie'e                    remerci
remerciements                 remerci
remercier                     remerci
remercierais                  remerci
remercierait                  remerci
remerci^ment                  remerci^
remerci^ments                 remerci^
remet                         remet
remets                        remet
remettait                     remet
remettant                     remet
remette                       remet
remettent                     remettent
remettra                      remettr
remettrai                     remettr
remettrais                    remettr
remettrait                    remettr
remettras                     remettr
remettre                      remettr
remettrez                     remettr
remiers                       remi
remirent                      rem
remis                         rem
remise                        remis
remises                       remis
re'mission                    re'miss
remit                         rem
remonta                       remont
remontait                     remont
remontant                     remont
remonte                       remont
remonte'                      remont
remontent                     remontent
remonter                      remont
remonterait                   remont
remontez                      remont
remontrance                   remontr
remontrances                  remontr
remontrer                     remontr
remords                       remord
remorquant                    remorqu
remous                        remous
rempart                       rempart
remparts                      rempart
remplac,a                     remplac
remplac,aient                 remplac
remplac,ait                   remplac
remplace                      remplac
remplace'                     remplac
remplace'e                    remplac
remplacement                  remplac
remplacer                     remplac
remplacera                    remplac
remplace's                    remplac
rempli                        rempl
remplie                       rempl
remplies                      rempl
remplir                       rempl
remplirent                    rempl
remplis                       rempl
remplissaient                 rempl
remplissait                   rempl
remplissant                   rempl
remplissent                   rempl
remplit                       rempl
remplumai                     remplum
remportant                    remport
remporter                     remport
remua                         remu
remuant                       remu
remue                         remu
remue'e                       remu
remuer                        remu
remues                        remu
re'mune'ration                re'muner
renaissant                    renaiss
renaissantes                  renaiss
renai^tre                     renai^tr
re^nal                        re^nal
renard                        renard
rencontra                     rencontr
rencontrai                    rencontr
rencontrait                   rencontr
rencontra^mes                 rencontr
rencontrant                   rencontr
rencontrassent                rencontr
rencontra^t                   rencontr
rencontre                     rencontr
rencontre'                    rencontr
rencontre'e                   rencontr
rencontre'es                  rencontr
rencontrent                   rencontrent
rencontrer                    rencontr
rencontrerai                  rencontr
rencontreraient               rencontr
rencontre`rent                rencontr
rencontres                    rencontr
rencontre's                   rencontr
rend                          rend
rendaient                     rend
rendait                       rend
rendant                       rend
rende                         rend
rendent                       rendent
rendez                        rend
rendirent                     rend
rendit                        rend
rendi^t                       rend
rendra                        rendr
rendrai                       rendr
rendrait                      rendr
rendre                        rendr
rendrez                       rendr
rendriez                      rendr
rendrons                      rendron
rendront                      rendront
rends                         rend
rendu                         rendu
rendue                        rendu
rendus                        rendus
re^ne                         re^n
rene'                         ren
renfermait                    renferm
renfermant                    renferm
renferme                      renferm
renferme'                     renferm
renferme'e                    renferm
renfermer                     renferm
renforce'                     renforc
renfort                       renfort
renfrogne'                    renfrogn
reniera                       reni
reno                          reno
renom                         renom
renomme'                      renomm
renomme'e                     renomm
renonc,a                      renonc
renonc,ait                    renonc
renonce                       renonc
renonce'                      renonc
renoncer                      renonc
renoncera                     renonc
renoncerais                   renonc
renoncez                      renonc
renoue'                       renou
renouer                       renou
renouvela                     renouvel
renouvelait                   renouvel
renouvelant                   renouvel
renouvele'                    renouvel
renouvele'es                  renouvel
renouveler                    renouvel
renouvele`rent                renouvel
renouvellement                renouvel
renouvellent                  renouvellent
renseignement                 renseign
renseignements                renseign
rente                         rent
rentes                        rent
rentra                        rentr
rentrait                      rentr
rentrant                      rentr
rentra^t                      rentr
rentre                        rentr
rentre'                       rentr
rentre'e                      rentr
rentrent                      rentrent
rentrer                       rentr
rentrera                      rentr
rentrerai                     rentr
rentre`rent                   rentr
rentrerez                     rentr
rentre's                      rentr
rentrons                      rentron
renverra                      renverr
renverraient                  renverr
renverrez                     renverr
renverrons                    renverron
renversa                      renvers
renversant                    renvers
renverse                      renvers
renverse'                     renvers
renverse'e                    renvers
renversement                  renvers
renverser                     renvers
renverseront                  renvers
renvoie                       renvoi
renvoya                       renvoi
renvoyait                     renvoi
renvoyant                     renvoi
renvoye'                      renvoi
renvoye'e                     renvoi
renvoyer                      renvoi
renvoye`rent                  renvoi
renvoyez                      renvoi
renvoyiez                     renvoi
renvoyons                     renvoyon
renza                         renz
repaire                       repair
re'pandaient                  re'pand
re'pandait                    re'pand
re'pandant                    re'pand
re'pandent                    re'pandent
re'pandit                     re'pand
re'pandi^t                    re'pand
re'pandrait                   re'pandr
re'pandre                     re'pandr
re'pandu                      re'pandu
re'pandue                     re'pandu
re'pandues                    re'pandu
reparaissaient                reparaiss
reparaissait                  reparaiss
reparai^tra                   reparai^tr
reparai^trai                  reparai^tr
reparai^trait                 reparai^tr
reparai^tre                   reparai^tr
reparai^trons                 reparai^tron
re'paration                   re'par
re'parations                  re'par
re'pare'e                     re'par
re'parent                     re'parent
re'parer                      re'par
re'pareraient                 re'par
re'parerait                   re'par
re'pareras                    re'par
reparlait                     reparl
repartaient                   repart
reparti                       repart
repartie                      repart
reparties                     repart
repartir                      repart
repartirent                   repart
repartit                      repart
re'partition                  re'partit
repartons                     reparton
reparu                        reparu
reparurent                    reparurent
reparut                       reparut
repas                         rep
repassa                       repass
repassai                      repass
repassait                     repass
repassant                     repass
repasser                      repass
repasserait                   repass
repens                        repen
repensant                     repens
repenser                      repens
repentie                      repent
repentir                      repent
reperdre                      reperdr
re'pe'ta                      re'pet
re'pe'taient                  re'pet
re'pe'tait                    re'pet
re'pe'tant                    re'pet
re'pe'ta^t                    re'pet
re'pe`te                      re'pet
re'pe'te'                     re'pet
re'pe'te'e                    re'pet
re'pe'te'es                   re'pet
re'pe`tent                    re'pe`tent
repeter                       repet
re'pe'ter                     re'pet
re'pe'tera                    re'pet
re'pe'terai                   re'pet
re'pe'terait                  re'pet
re'pe'terons                  re'pet
re'pe'teront                  re'pet
re'pe'tez                     re'pet
re'pe'tions                   re'pet
re'pe'titeur                  re'pe'titeur
re'pit                        rep
replac,a                      replac
replac,ant                    replac
replacer                      replac
replie'e                      repli
replie`rent                   repli
re'pliqua                     re'pliqu
re'pliquait                   re'pliqu
re'plique                     re'pliqu
re'pliquer                    re'pliqu
re'pliquerai                  re'pliqu
re'pliques                    re'pliqu
replis                        repl
re'pond                       re'pond
re'pondaient                  re'pond
re'pondais                    re'pond
re'pondait                    re'pond
re'pondant                    re'pond
re'pondez                     re'pond
re'pondiez                    re'pond
re'pondirent                  re'pond
re'pondit                     re'pond
re'pondi^t                    re'pond
re'pondra                     re'pondr
re'pondrai                    re'pondr
re'pondrais                   re'pondr
re'pondrait                   re'pondr
re'pondras                    re'pondr
re'pondre                     re'pondr
re'pondrez                    re'pondr
re'ponds                      re'pond
re'pondu                      re'pondu
re'ponse                      re'pons
re'ponses                     re'pons
reportant                     report
reporte'                      report
reporters                     reporter
repos                         repos
reposa                        repos
reposait                      repos
repose                        repos
repose'                       repos
reposer                       repos
reposera                      repos
reposoir                      reposoir
reposoirs                     reposoir
repoussa                      repouss
repoussais                    repouss
repoussait                    repouss
repoussant                    repouss
repousse                      repouss
repousse'                     repouss
repousse'e                    repouss
repousse'es                   repouss
repousser                     repouss
repousserait                  repouss
repousse's                    repouss
repoussez                     repouss
reprenaient                   repren
reprenait                     repren
reprenant                     repren
reprend                       reprend
reprendra                     reprendr
reprendrai                    reprendr
reprendrait                   reprendr
reprendre                     reprendr
reprendrons                   reprendron
reprends                      reprend
reprenez                      repren
repre'senta                   repre'sent
repre'sentaient               repre'sent
repre'sentait                 repre'sent
repre'sentant                 repre'sent
repre'sentation               repre'sent
representations               represent
repre'sentations              repre'sent
repre'sente                   repre'sent
repre'sente'                  repre'sent
repre'senter                  repre'sent
re'primande                   re'primand
re'primer                     re'prim
reprirent                     repr
repris                        repr
reprise                       repris
reprises                      repris
reprit                        repr
repri^t                       repr
reprocha                      reproch
reprochaient                  reproch
reprochait                    reproch
reprochant                    reproch
reproche                      reproch
reproche'                     reproch
reproche'e                    reproch
reprocher                     reproch
reprochera                    reproch
reprocherai                   reproch
reprocherais                  reproch
reproches                     reproch
reprochons                    reprochon
reproduire                    reproduir
reproduisait                  reproduis
reproduisent                  reproduisent
reproduisirent                reproduis
reproduisit                   reproduis
reproduit                     reproduit
reprouvez                     reprouv
reptation                     reptat
reptiles                      reptil
re'publicain                  re'publicain
re'publicains                 re'publicain
republican                    republican
re'publique                   re'publ
re'publiques                  re'publ
re'pudie'                     re'pudi
re'pugnait                    re'pugn
re'pugnance                   re'pugn
re'putation                   re'put
re'putations                  re'put
requiers                      requi
requise                       requis
re'quisitionnaire             re'quisitionnair
rescousse                     rescouss
rescrit                       rescr
re'seau                       re'seau
resegon                       resegon
resembleth                    resembleth
re'serva                      re'serv
re'servait                    re'serv
re'serve                      re'serv
re'serve'                     re'serv
re'serve'e                    re'serv
re'serve'es                   re'serv
re'server                     re'serv
re'serves                     re'serv
re'serve's                    re'serv
re'servoir                    re'servoir
re'sidais                     re'sid
re'sidait                     re'sid
re'sidence                    re'sident
re'signa                      re'sign
re'signation                  re'sign
re'signe'                     re'sign
re'signe'e                    re'sign
re'signer                     re'sign
re'sines                      re'sin
re'sista                      re'sist
re'sistaient                  re'sist
re'sistait                    re'sist
re'sistance                   re'sist
re'sistant                    re'sist
re'siste                      re'sist
re'sister                     re'sist
re'sisterez                   re'sist
re'sistes                     re'sist
re'solu                       re'solu
re'solue                      re'solu
re'solues                     re'solu
re'solument                   re'solu
re'solurent                   re'solurent
re'solut                      re'solut
re'solution                   re'solu
re'solutions                  re'solu
re'sonnaient                  re'son
re'soudre                     re'soudr
respect                       respect
respecta                      respect
respectable                   respect
respectables                  respect
respectais                    respect
respectait                    respect
respectant                    respect
respectante                   respect
respecte                      respect
respecte'                     respect
respecter                     respect
respecterais                  respect
respecte's                    respect
respective                    respect
respects                      respect
respectueuse                  respectu
respectueusement              respectu
respectueuses                 respectu
respectueux                   respectu
respira                       resp
respiraient                   resp
respirait                     resp
respirant                     respir
respiration                   respir
respire                       respir
respirer                      respir
respirerai                    respir
respirons                     resp
resplendissant                resplend
resplendissante               resplend
resplendissent                resplend
responsable                   respons
ressemblaient                 ressembl
ressemblait                   ressembl
ressemblance                  ressembl
ressemblant                   ressembl
ressembla^t                   ressembl
ressemble                     ressembl
ressemble'                    ressembl
ressemblent                   ressemblent
ressembler                    ressembl
ressemblera                   ressembl
ressemblez                    ressembl
ressens                       ressen
ressentait                    ressent
ressentir                     ressent
ressentit                     ressent
resserre'                     resserr
ressort                       ressort
ressorti                      ressort
ressortir                     ressort
ressorts                      ressort
ressource                     ressourc
ressources                    ressourc
ressuscite'                   ressusc
ressuscite`rent               ressuscit
resta                         rest
restai                        rest
restaient                     rest
restait                       rest
restant                       rest
restassent                    rest
resta^t                       rest
restaurant                    restaur
restaurants                   restaur
restauration                  restaur
restaurations                 restaur
restaure'                     restaur
reste                         rest
reste'                        rest
reste'e                       rest
reste'es                      rest
restent                       restent
rester                        rest
restera                       rest
resterai                      rest
resteraient                   rest
resterais                     rest
resterait                     rest
resteras                      rest
reste`rent                    rest
resterez                      rest
resteront                     rest
restes                        rest
reste's                       rest
restez                        rest
restiez                       rest
restitue'                     restitu
restitue'e                    restitu
restituit                     restituit
restitution                   restitu
restriction                   restrict
re'sultait                    re'sult
re'sultat                     re'sultat
re'sultats                    re'sultat
re'sumait                     re'sum
re'sume'                      re'sum
re'sumer                      re'sum
re'sumons                     re'sumon
re'surrection                 re'surrect
re'tabli                      re'tabl
re'tablie                     re'tabl
re'tablir                     re'tabl
re'tabliras                   re'tabl
re'tablissait                 re'tabl
re'tablissement               re'tabl
re'tablit                     re'tabl
retard                        retard
retardait                     retard
retardant                     retard
retardataire                  retardatair
retarde                       retard
retarde'                      retard
retarde'e                     retard
retardent                     retardent
retarder                      retard
retardez                      retard
retards                       retard
retenaient                    reten
retenait                      reten
retenant                      reten
retenez                       reten
retenir                       reten
retenti                       retent
retentir                      retent
retentiraient                 retent
retentirait                   retent
retentirent                   retent
retentissaient                retent
retentissait                  retent
retentissant                  retent
retentissement                retent
retentit                      retent
retenu                        retenu
retenue                       retenu
retenues                      retenu
retenus                       retenus
retiendrai                    retiendr
retienne                      retien
retiennent                    retiennent
retient                       retient
retinrent                     retinrent
retint                        retint
retira                        ret
retiraient                    ret
retirait                      ret
retirant                      retir
retira^t                      retir
retire                        retir
retire'                       retir
retire'e                      retir
retire'es                     retir
retirer                       retir
retirerais                    retir
retirerait                    retir
retire`rent                   retir
retirerez                     retir
retire's                      retir
retirez                       ret
retirons                      ret
retomba                       retomb
retombait                     retomb
retombant                     retomb
retombe                       retomb
retombe'e                     retomb
retomber                      retomb
retomberait                   retomb
retombes                      retomb
retour                        retour
retourna                      retourn
retournaient                  retourn
retournait                    retourn
retournant                    retourn
retourne                      retourn
retourne'                     retourn
retourner                     retourn
retourne`rent                 retourn
retournez                     retourn
retracer                      retrac
re'tracte                     re'tract
retraite                      retrait
retraites                     retrait
retrancher                    retranch
retranche's                   retranch
re'tre'ci                     re'trec
re'tre'cir                    re'trec
re'tre'cissait                re'trec
retrempait                    retremp
retrempe'                     retremp
re'tribution                  re'tribu
re'trospectif                 re'trospect
retrouva                      retrouv
retrouvaient                  retrouv
retrouvait                    retrouv
retrouvant                    retrouv
retrouva^t                    retrouv
retrouve                      retrouv
retrouve'                     retrouv
retrouve'e                    retrouv
retrouver                     retrouv
retrouvera                    retrouv
retrouverai                   retrouv
retrouve`rent                 retrouv
retrouverez                   retrouv
retrouverons                  retrouv
retz                          retz
re'uni                        re'un
re'unie                       re'un
re'unies                      re'un
re'union                      re'union
re'unir                       re'un
re'unirent                    re'un
re'uniront                    re'un
re'unis                       re'un
re'unissaient                 re'un
re'unissait                   re'un
re'unissant                   re'un
re'unissent                   re'un
re'unissez                    re'un
re'unit                       re'un
re'ussi                       re'uss
re'ussir                      re'uss
re'ussirais                   re'uss
re'ussis                      re'uss
re'ussissait                  re'uss
re'ussissez                   re'uss
re'ussit                      re'uss
re'ussite                     re'ussit
re^va                         re^v
re^vait                       re^v
revanche                      revanch
re^vant                       re^v
revaudrai                     revaudr
re^ve                         re^v
re^ve'                        re^v
re'veil                       re'veil
re'veilla                     re'veil
re'veillait                   re'veil
re'veillant                   re'veil
re'veilla^t                   re'veil
re'veille                     re'veil
re'veille'                    re'veil
re'veille'e                   re'veil
re'veiller                    re'veil
re'veille`rent                re'veil
re'veille's                   re'veil
re've'la                      re'vel
re've'lait                    re'vel
re've'lation                  re'vel
re've'le'                     re'vel
re've'ler                     re'vel
revenaient                    reven
revenait                      reven
revenant                      reven
revendeur                     revendeur
revendre                      revendr
revenez                       reven
revenir                       reven
revenons                      revenon
revenu                        revenu
revenue                       revenu
revenus                       revenus
re^ver                        re^v
re've're'                     re'ver
re've'rence                   re've'rent
re've'rences                  re've'rent
re've'rencieuses              re've'renci
re've'rend                    re've'rend
re've'rendissime              re've'rendissim
re^verie                      re^ver
re^veries                     re^ver
reverrai                      reverr
reverrais                     reverr
reverrait                     reverr
reverrez                      reverr
reverrons                     reverron
reverront                     reverront
revers                        rever
re^ves                        re^v
reve^tir                      reve^t
reve^tu                       reve^tu
reve^tus                      reve^tus
re^veur                       re^veur
re^veuse                      re^veux
re^vez                        re^v
reviendra                     reviendr
reviendrai                    reviendr
reviendrais                   reviendr
reviendrait                   reviendr
reviendrez                    reviendr
reviendront                   reviendront
revienne                      revien
reviennent                    reviennent
reviens                       revien
revient                       revient
review                        review
revinrent                     revinrent
revinssent                    revinssent
revint                        revint
revirement                    revir
revirent                      rev
revissent                     rev
revit                         rev
revivaient                    reviv
revoie                        revoi
revoies                       revoi
revoir                        revoir
revois                        revois
re'volta                      re'volt
re'voltante                   re'volt
re'voltantes                  re'volt
re'volta^t                    re'volt
re'volte                      re'volt
re'volte'                     re'volt
re'volte'e                    re'volt
re'volter                     re'volt
re'volues                     re'volu
re'volus                      re'volus
re'volution                   re'volu
re'volutionnaire              re'volutionnair
re'volutionnaires             re'volutionnair
re'volutions                  re'volu
revolver                      revolv
revolvers                     revolver
re'voque'e                    re'voqu
re'voquerai                   re'voqu
re'voquerez                   re'voqu
revoyait                      revoi
revoyant                      revoi
revu                          revu
revue                         revu
revues                        revu
rez                           rez
rhin                          rhin
rho^ne                        rho^n
rhubarbe                      rhubarb
rhume                         rhum
ri                            ri
riaient                       ri
riais                         ri
riait                         ri
riant                         ri
riante                        ri
riants                        ri
ricanant                      rican
ricanement                    rican
ricciarda                     ricciard
richards                      richard
riche                         rich
richelieu                     richelieu
richement                     rich
richemond                     richemond
riches                        rich
richesse                      richess
richesses                     richess
richissime                    richissim
rideau                        rideau
rideaux                       rideau
rides                         rid
ridicule                      ridicul
ridicules                     ridicul
rie                           ri
rien                          rien
riens                         rien
rient                         rient
rienzi                        rienz
rigides                       rigid
rigoureuse                    rigour
rigoureusement                rigour
rigoureux                     rigour
rigueur                       rigueur
rigueurs                      rigueur
rimailleur                    rimailleur
rimes                         rim
rios                          rios
riposta                       ripost
ripostaient                   ripost
rire                          rir
rires                         rir
ris                           ris
riscara                       riscar
risqua                        risqu
risquaient                    risqu
risque                        risqu
risque'                       risqu
risquer                       risqu
risquerai                     risqu
risques                       risqu
risquiez                      risqu
risquons                      risquon
rit                           rit
ri^t                          ri^t
ritournelle                   ritournel
riva                          riv
rivage                        rivag
rival                         rival
rivale                        rival
rivales                       rival
rivalite'                     rival
rivarol                       rivarol
rivaux                        rival
rive                          riv
river                         riv
riverisco                     riverisco
rives                         riv
rivie`re                      rivi
rivie`res                     rivi
rivoli                        rivol
riz                           riz
rizie`res                     rizi
road                          road
roads                         road
roastbeef                     roastbeef
robe                          rob
robert                        robert
robes                         rob
robespierre                   robespierr
robre                         robr
robres                        robr
robuste                       robust
robustes                      robust
roc                           roc
roch                          roch
rocher                        roch
rochers                       rocher
roches                        roch
rocheuses                     rocheux
rock                          rock
rocky                         rocky
roclin                        roclin
ro^dait                       ro^d
ro^dant                       ro^d
ro^der                        ro^d
rogations                     rogat
rogne'                        rogn
rognure                       rognur
rogue                         rogu
roguerie                      roguer
roi                           roi
rois                          rois
roiville                      roivill
roland                        roland
ro^le                         ro^l
ro^les                        ro^l
romagnan                      romagnan
romagnano                     romagnano
romagne                       romagn
romain                        romain
romaine                       romain
romains                       romain
roman                         roman
romanesque                    romanesqu
romanesques                   romanesqu
romans                        roman
rome                          rom
rompe                         romp
rompez                        romp
rompit                        romp
rompre                        rompr
rompt                         rompt
rompu                         rompu
rompus                        rompus
ronces                        ronc
ronceux                       ronceux
rond                          rond
ronde                         rond
rondement                     rond
rondes                        rond
ronds                         rond
ronflait                      ronfl
ronflantes                    ronfl
ronfle                        ronfl
ronflement                    ronfl
ronflements                   ronfl
rongeait                      rong
ronsard                       ronsard
room                          room
rooms                         room
rose                          ros
roseau                        roseau
roseaux                       roseau
rose'e                        ros
roses                         ros
rosier                        rosi
rosiers                       rosi
rosse                         ross
rosse'                        ross
rosses                        ross
rossini                       rossin
rothal                        rothal
rothschild                    rothschild
ro^ti                         ro^t
ro^tie                        ro^t
ro^ties                       ro^t
rotrou                        rotrou
roue                          rou
roue'                         rou
rouer                         rou
roueries                      rouer
roues                         rou
rouffles                      rouffl
rouge                         roug
rougea^tre                    rougea^tr
rouges                        roug
rougeur                       rougeur
rougi                         roug
rougir                        roug
rougira                       roug
rougirait                     roug
rougissait                    roug
rougissant                    roug
rougit                        roug
rouille                       rouill
rouille'                      rouill
roula                         roul
roulaient                     roul
roulait                       roul
roulant                       roul
roule                         roul
rouleau                       rouleau
roulement                     roul
roule`rent                    roul
roulis                        roul
rousseau                      rousseau
route                         rout
routes                        rout
rouvert                       rouvert
rouvray                       rouvray
rouvrit                       rouvr
rovere                        rover
rove`re                       rover
row                           row
rowan                         rowan
royal                         royal
royale                        royal
royaliste                     royal
royalistes                    royal
royaume                       royaum
ruban                         ruban
rubempre'                     rubempr
rubigneau                     rubigneau
rude                          rud
rudement                      rud
rudes                         rud
rudesse                       rudess
rue                           ru
rues                          ru
ruga                          rug
rugissements                  rug
ruina                         ruin
ruinait                       ruin
ruine                         ruin
ruine'                        ruin
ruine'e                       ruin
ruine'es                      ruin
ruinent                       ruinent
ruiner                        ruin
ruines                        ruin
ruine's                       ruin
ruineux                       ruineux
ruinez                        ruin
ruisseau                      ruisseau
ruisseaux                     ruisseau
ruminait                      rumin
ruminants                     rumin
rupture                       ruptur
rus                           rus
rusca                         rusc
ruse                          rus
ruse'                         rus
russe                         russ
russell                       russel
russes                        russ
russie                        russ
s                             s
s^a                           s^a
sa                            sa
sable'                        sabl
sable'es                      sabl
sabre                         sabr
sabre'                        sabr
sabrer                        sabr
sabres                        sabr
sabre's                       sabr
sac                           sac
sacca                         sacc
saccade's                     saccad
sachant                       sach
sache                         sach
saches                        sach
sachez                        sach
sachiez                       sach
sachons                       sachon
sacramentelle                 sacramentel
sacramento                    sacramento
sacre                         sacr
sacre'                        sacr
sacre'die'                    sacre'di
sacre'e                       sacr
sacre'es                      sacr
sacrement                     sacr
sacrements                    sacr
sacre's                       sacr
sacrifiait                    sacrifi
sacrifiant                    sacrifi
sacrifice                     sacrific
sacrifices                    sacrific
sacrifie                      sacrif
sacrifie'                     sacrifi
sacrifie'es                   sacrifi
sacrifier                     sacrifi
sacrifierait                  sacrifi
sacrifie's                    sacrifi
sacrifiez                     sacrif
sacrile`ge                    sacrileg
sacristie                     sacrist
saddle                        saddl
sagacite'                     sagac
sage                          sag
sagement                      sag
sages                         sag
sagesse                       sagess
sagoutiers                    sagouti
sai"d                         sai"d
saigna                        saign
saignait                      saign
saigne'                       saign
saigne'es                     saign
saigner                       saign
saillant                      saill
saillante                     saill
saillantes                    saill
saillants                     saill
saillie                       saill
saillies                      saill
sain                          sain
sainclair                     sainclair
saine                         sain
sains                         sain
saint                         saint
sainte                        saint
saintes                       saint
saintete'                     saintet
saints                        saint
sais                          sais
